Nr,Destination,Prefix,Zone,Mobile,Cost
121,"Virgin islands (UK), mobile",1284345,4,1,0.95
122,"Virgin islands (UK), mobile",1284346,4,1,0.95
123,"Virgin islands (UK), mobile",1284347,4,1,0.95
124,"Virgin islands (UK), mobile",1284393,4,1,0.95
125,"Virgin islands (UK), mobile",1284394,4,1,0.95
126,"Virgin islands (UK), mobile",1284540,4,1,0.95
127,"Virgin islands (UK), mobile",1284541,4,1,0.95
128,"Virgin islands (UK), mobile",1284542,4,1,0.95
129,"Virgin islands (UK), mobile",1284543,4,1,0.95
130,"Virgin islands (UK), mobile",1284544,4,1,0.95
131,"Virgin islands (UK), mobile",1284545,4,1,0.95
132,"Virgin islands (UK), mobile",1284546,4,1,0.95
133,"Virgin islands (UK), mobile",1284547,4,1,0.95
134,Canada,1289,1,,0.05
135,Canada,1306,1,,0.05
136,Virgin islands (US),1340,2,,0.20
137,"Virgin islands (US), mobile",1340244,2,1,0.40
138,"Virgin islands (US), mobile",1340277,2,1,0.40
139,"Virgin islands (US), mobile",1340332,2,1,0.40
140,"Virgin islands (US), mobile",1340344,2,1,0.40
141,"Virgin islands (US), mobile",1340473,2,1,0.40
142,"Virgin islands (US), mobile",1340474,2,1,0.40
143,"Virgin islands (US), mobile",1340513,2,1,0.40
144,"Virgin islands (US), mobile",1340514,2,1,0.40
145,"Virgin islands (US), mobile",1340626,2,1,0.40
146,"Virgin islands (US), mobile",1340642,2,1,0.40
147,"Virgin islands (US), mobile",1340643,2,1,0.40
148,"Virgin islands (US), mobile",1340690,2,1,0.40
149,"Virgin islands (US), mobile",1340727,2,1,0.40
150,"Virgin islands (US), mobile",1340771,2,1,0.40
151,"Virgin islands (US), mobile",1340884,2,1,0.40
152,"Virgin islands (US), mobile",1340998,2,1,0.40
153,Cayman Islands,1345,4,,0.75
154,"Cayman Islands, mobile",134532,4,1,0.95
155,"Cayman Islands, mobile",13455,4,1,0.95
156,"Cayman Islands, mobile",13459,4,1,0.95
157,Canada,1403,1,,0.05
158,Canada,1416,1,,0.05
159,Canada,1418,1,,0.05
160,Canada,1438,1,,0.05
161,Bermuda,1441,2,,0.20
162,"Bermuda, mobile",14413,2,1,0.40
163,"Bermuda, mobile",1441500,2,1,0.40
164,"Bermuda, mobile",1441505,2,1,0.40
165,"Bermuda, mobile",144153,2,1,0.40
166,"Bermuda, mobile",1441590,2,1,0.40
167,"Bermuda, mobile",1441599,2,1,0.40
168,"Bermuda, mobile",14417,2,1,0.40
169,Canada,1450,1,,0.05
170,Grenada,1473,4,,0.75
171,"Grenada, mobile",14734,4,1,0.95
172,"Grenada, mobile",147353,4,1,0.95
173,Canada,1506,1,,0.05
174,Canada,1514,1,,0.05
175,Canada,1519,1,,0.05
176,Canada,1600,1,,0.05
177,Canada,1604,1,,0.05
178,Canada,1613,1,,0.05
179,Canada,1647,1,,0.05
180,Turks & Caicos Islands,1649,6,,3.50
181,"Turks & Caicos Islands, mobile",16492,6,1,3.70
182,"Turks & Caicos Islands, mobile",16493,6,1,3.70
183,"Turks & Caicos Islands, mobile",1649441,6,1,3.70
184,"Turks & Caicos Islands, mobile",1649442,6,1,3.70
185,Montserrat,1664,4,,0.75
186,"Montserrat, mobile",1664349,4,1,0.95
187,"Montserrat, Special Services",1664410,7,,0.18
188,"Montserrat, Special Services",1664411,7,,0.18
189,"Montserrat, Special Services",1664412,7,,0.18
190,"Montserrat, Special Services",1664413,7,,0.18
191,"Montserrat, Special Services",1664414,7,,0.18
192,"Montserrat, Special Services",1664415,7,,0.18
193,"Montserrat, mobile",166449,4,1,0.95
194,"Montserrat, Special Services",1664664,7,,0.18
195,Northern Marianas,1670,4,,0.75
196,Guam,1671,2,,0.20
197,"Guam, mobile",1671777,2,1,0.40
198,Samoa (USA),1684,2,,0.20
199,Canada,1705,1,,0.05
200,Canada,1709,1,,0.05
201,St. Maarten,1721,3,,0.30
202,St. Lucia,1758,4,,0.75
203,"St. Lucia, mobile",17582,4,1,0.95
204,"St. Lucia, mobile",1758384,4,1,0.95
205,"St. Lucia, mobile",17584,4,1,0.95
206,"St. Lucia, mobile",1758518,4,1,0.95
207,"St. Lucia, mobile",1758519,4,1,0.95
208,"St. Lucia, mobile",1758520,4,1,0.95
209,"St. Lucia, mobile",1758584,4,1,0.95
210,"St. Lucia, mobile",17587,4,1,0.95
211,Dominica,1767,6,,3.50
212,"Dominica, mobile",1767225,6,1,3.70
213,"Dominica, mobile",1767235,6,1,3.70
214,"Dominica, mobile",1767245,6,1,3.70
215,"Dominica, mobile",1767265,6,1,3.70
216,"Dominica, mobile",1767275,6,1,3.70
217,"Dominica, mobile",1767276,6,1,3.70
218,"Dominica, mobile",1767277,6,1,3.70
219,"Dominica, mobile",1767285,6,1,3.70
220,"Dominica, mobile",1767295,6,1,3.70
221,"Dominica, mobile",1767315,6,1,3.70
222,"Dominica, mobile",1767316,6,1,3.70
223,"Dominica, mobile",1767317,6,1,3.70
224,"Dominica, mobile",1767420,6,1,3.70
225,"Dominica, mobile",1767421,6,1,3.70
226,"Dominica, mobile",1767611,6,1,3.70
227,"Dominica, mobile",1767612,6,1,3.70
228,"Dominica, mobile",1767613,6,1,3.70
229,"Dominica, mobile",1767614,6,1,3.70
230,"Dominica, mobile",1767615,6,1,3.70
231,"Dominica, mobile",1767616,6,1,3.70
232,"Dominica, mobile",1767617,6,1,3.70
233,Canada,1778,1,,0.05
234,Canada,1780,1,,0.05
235,St. Vincent & Grenadines,1784,4,,0.75
236,"St. Vincent & Grenadines, mobile",17844,4,1,0.95
237,"St. Vincent & Grenadines, mobile",17845,4,1,0.95
238,Puerto Rico,1787,1,,0.05
239,"Puerto Rico, mobile",1787208,1,1,0.25
240,"Puerto Rico, mobile",1787209,1,1,0.25
241,"Puerto Rico, mobile",1787210,1,1,0.25
242,"Puerto Rico, mobile",1787225,1,1,0.25
243,"Puerto Rico, mobile",1787226,1,1,0.25
244,"Puerto Rico, mobile",1787228,1,1,0.25
245,"Puerto Rico, mobile",178723,1,1,0.25
246,"Puerto Rico, mobile",178724,1,1,0.25
247,"Puerto Rico, mobile",1787295,1,1,0.25
248,"Puerto Rico, mobile",1787297,1,1,0.25
249,"Puerto Rico, mobile",1787298,1,1,0.25
250,"Puerto Rico, mobile",1787299,1,1,0.25
251,"Puerto Rico, mobile",1787301,1,1,0.25
252,"Puerto Rico, mobile",1787302,1,1,0.25
253,"Puerto Rico, mobile",1787303,1,1,0.25
254,"Puerto Rico, mobile",1787304,1,1,0.25
255,"Puerto Rico, mobile",1787305,1,1,0.25
256,"Puerto Rico, mobile",1787306,1,1,0.25
257,"Puerto Rico, mobile",1787307,1,1,0.25
258,"Puerto Rico, mobile",1787308,1,1,0.25
259,"Puerto Rico, mobile",1787309,1,1,0.25
260,"Puerto Rico, mobile",1787310,1,1,0.25
261,"Puerto Rico, mobile",1787312,1,1,0.25
262,"Puerto Rico, mobile",1787313,1,1,0.25
263,"Puerto Rico, mobile",1787314,1,1,0.25
264,"Puerto Rico, mobile",1787315,1,1,0.25
265,"Puerto Rico, mobile",1787316,1,1,0.25
266,"Puerto Rico, mobile",1787317,1,1,0.25
267,"Puerto Rico, mobile",1787318,1,1,0.25
268,"Puerto Rico, mobile",1787319,1,1,0.25
269,"Puerto Rico, mobile",178732,1,1,0.25
270,"Puerto Rico, mobile",178733,1,1,0.25
271,"Puerto Rico, mobile",1787340,1,1,0.25
272,"Puerto Rico, mobile",1787341,1,1,0.25
273,"Puerto Rico, mobile",1787342,1,1,0.25
274,"Puerto Rico, mobile",1787344,1,1,0.25
275,"Puerto Rico, mobile",1787345,1,1,0.25
276,"Puerto Rico, mobile",1787346,1,1,0.25
277,"Puerto Rico, mobile",1787347,1,1,0.25
278,"Puerto Rico, mobile",1787348,1,1,0.25
279,"Puerto Rico, mobile",1787349,1,1,0.25
280,"Puerto Rico, mobile",1787354,1,1,0.25
281,"Puerto Rico, mobile",1787356,1,1,0.25
282,"Puerto Rico, mobile",1787360,1,1,0.25
283,"Puerto Rico, mobile",1787361,1,1,0.25
284,"Puerto Rico, mobile",1787362,1,1,0.25
285,"Puerto Rico, mobile",1787363,1,1,0.25
286,"Puerto Rico, mobile",1787364,1,1,0.25
287,"Puerto Rico, mobile",1787365,1,1,0.25
288,"Puerto Rico, mobile",1787366,1,1,0.25
289,"Puerto Rico, mobile",1787367,1,1,0.25
290,"Puerto Rico, mobile",1787368,1,1,0.25
291,"Puerto Rico, mobile",1787370,1,1,0.25
292,"Puerto Rico, mobile",1787374,1,1,0.25
293,"Puerto Rico, mobile",1787375,1,1,0.25
294,"Puerto Rico, mobile",1787376,1,1,0.25
295,"Puerto Rico, mobile",1787377,1,1,0.25
296,"Puerto Rico, mobile",1787378,1,1,0.25
297,"Puerto Rico, mobile",1787379,1,1,0.25
298,"Puerto Rico, mobile",1787380,1,1,0.25
299,"Puerto Rico, mobile",1787381,1,1,0.25
300,"Puerto Rico, mobile",1787382,1,1,0.25
301,"Puerto Rico, mobile",1787383,1,1,0.25
302,"Puerto Rico, mobile",1787384,1,1,0.25
303,"Puerto Rico, mobile",1787385,1,1,0.25
304,"Puerto Rico, mobile",1787386,1,1,0.25
305,"Puerto Rico, mobile",1787389,1,1,0.25
306,"Puerto Rico, mobile",1787390,1,1,0.25
307,"Puerto Rico, mobile",1787391,1,1,0.25
308,"Puerto Rico, mobile",1787392,1,1,0.25
309,"Puerto Rico, mobile",1787396,1,1,0.25
310,"Puerto Rico, mobile",1787397,1,1,0.25
311,"Puerto Rico, mobile",1787398,1,1,0.25
312,"Puerto Rico, mobile",1787399,1,1,0.25
313,"Puerto Rico, mobile",178740,1,1,0.25
314,"Puerto Rico, mobile",1787410,1,1,0.25
315,"Puerto Rico, mobile",1787412,1,1,0.25
316,"Puerto Rico, mobile",1787413,1,1,0.25
317,"Puerto Rico, mobile",1787414,1,1,0.25
318,"Puerto Rico, mobile",1787415,1,1,0.25
319,"Puerto Rico, mobile",1787416,1,1,0.25
320,"Puerto Rico, mobile",1787417,1,1,0.25
321,"Puerto Rico, mobile",1787418,1,1,0.25
322,"Puerto Rico, mobile",1787419,1,1,0.25
323,"Puerto Rico, mobile",178742,1,1,0.25
324,"Puerto Rico, mobile",1787430,1,1,0.25
325,"Puerto Rico, mobile",1787431,1,1,0.25
326,"Puerto Rico, mobile",1787432,1,1,0.25
327,"Puerto Rico, mobile",1787433,1,1,0.25
328,"Puerto Rico, mobile",1787435,1,1,0.25
329,"Puerto Rico, mobile",1787436,1,1,0.25
330,"Puerto Rico, mobile",1787437,1,1,0.25
331,"Puerto Rico, mobile",1787438,1,1,0.25
332,"Puerto Rico, mobile",1787439,1,1,0.25
333,"Puerto Rico, mobile",1787444,1,1,0.25
334,"Puerto Rico, mobile",1787445,1,1,0.25
335,"Puerto Rico, mobile",1787446,1,1,0.25
336,"Puerto Rico, mobile",1787447,1,1,0.25
337,"Puerto Rico, mobile",1787448,1,1,0.25
338,"Puerto Rico, mobile",1787449,1,1,0.25
339,"Puerto Rico, mobile",1787450,1,1,0.25
340,"Puerto Rico, mobile",1787451,1,1,0.25
341,"Puerto Rico, mobile",1787453,1,1,0.25
342,"Puerto Rico, mobile",1787455,1,1,0.25
343,"Puerto Rico, mobile",1787457,1,1,0.25
344,"Puerto Rico, mobile",1787458,1,1,0.25
345,"Puerto Rico, mobile",1787459,1,1,0.25
346,"Puerto Rico, mobile",1787460,1,1,0.25
347,"Puerto Rico, mobile",1787461,1,1,0.25
348,"Puerto Rico, mobile",1787462,1,1,0.25
349,"Puerto Rico, mobile",1787463,1,1,0.25
350,"Puerto Rico, mobile",1787464,1,1,0.25
351,"Puerto Rico, mobile",1787466,1,1,0.25
352,"Puerto Rico, mobile",1787467,1,1,0.25
353,"Puerto Rico, mobile",1787468,1,1,0.25
354,"Puerto Rico, mobile",1787469,1,1,0.25
355,"Puerto Rico, mobile",1787470,1,1,0.25
356,"Puerto Rico, mobile",1787472,1,1,0.25
357,"Puerto Rico, mobile",1787473,1,1,0.25
358,"Puerto Rico, mobile",1787475,1,1,0.25
359,"Puerto Rico, mobile",1787476,1,1,0.25
360,"Puerto Rico, mobile",1787477,1,1,0.25
361,"Puerto Rico, mobile",1787478,1,1,0.25
362,"Puerto Rico, mobile",1787479,1,1,0.25
363,"Puerto Rico, mobile",1787484,1,1,0.25
364,"Puerto Rico, mobile",1787485,1,1,0.25
365,"Puerto Rico, mobile",1787486,1,1,0.25
366,"Puerto Rico, mobile",1787487,1,1,0.25
367,"Puerto Rico, mobile",1787488,1,1,0.25
368,"Puerto Rico, mobile",1787489,1,1,0.25
369,"Puerto Rico, mobile",178749,1,1,0.25
370,"Puerto Rico, mobile",178750,1,1,0.25
371,"Puerto Rico, mobile",1787510,1,1,0.25
372,"Puerto Rico, mobile",1787512,1,1,0.25
373,"Puerto Rico, mobile",1787525,1,1,0.25
374,"Puerto Rico, mobile",1787526,1,1,0.25
375,"Puerto Rico, mobile",1787527,1,1,0.25
376,"Puerto Rico, mobile",1787528,1,1,0.25
377,"Puerto Rico, mobile",1787529,1,1,0.25
378,"Puerto Rico, mobile",1787530,1,1,0.25
379,"Puerto Rico, mobile",1787531,1,1,0.25
380,"Puerto Rico, mobile",1787532,1,1,0.25
381,"Puerto Rico, mobile",1787533,1,1,0.25
382,"Puerto Rico, mobile",1787536,1,1,0.25
383,"Puerto Rico, mobile",1787538,1,1,0.25
384,"Puerto Rico, mobile",1787539,1,1,0.25
385,"Puerto Rico, mobile",1787543,1,1,0.25
386,"Puerto Rico, mobile",1787547,1,1,0.25
387,"Puerto Rico, mobile",1787548,1,1,0.25
388,"Puerto Rico, mobile",1787549,1,1,0.25
389,"Puerto Rico, mobile",1787550,1,1,0.25
390,"Puerto Rico, mobile",1787552,1,1,0.25
391,"Puerto Rico, mobile",1787553,1,1,0.25
392,"Puerto Rico, mobile",1787554,1,1,0.25
393,"Puerto Rico, mobile",1787557,1,1,0.25
394,"Puerto Rico, mobile",1787558,1,1,0.25
395,"Puerto Rico, mobile",1787559,1,1,0.25
396,"Puerto Rico, mobile",1787562,1,1,0.25
397,"Puerto Rico, mobile",1787564,1,1,0.25
398,"Puerto Rico, mobile",1787565,1,1,0.25
399,"Puerto Rico, mobile",1787567,1,1,0.25
400,"Puerto Rico, mobile",1787568,1,1,0.25
401,"Puerto Rico, mobile",1787579,1,1,0.25
402,"Puerto Rico, mobile",1787586,1,1,0.25
403,"Puerto Rico, mobile",1787587,1,1,0.25
404,"Puerto Rico, mobile",1787590,1,1,0.25
405,"Puerto Rico, mobile",1787592,1,1,0.25
406,"Puerto Rico, mobile",1787593,1,1,0.25
407,"Puerto Rico, mobile",1787594,1,1,0.25
408,"Puerto Rico, mobile",1787596,1,1,0.25
409,"Puerto Rico, mobile",1787597,1,1,0.25
410,"Puerto Rico, mobile",1787598,1,1,0.25
411,"Puerto Rico, mobile",1787599,1,1,0.25
412,"Puerto Rico, mobile",1787602,1,1,0.25
413,"Puerto Rico, mobile",1787603,1,1,0.25
414,"Puerto Rico, mobile",1787604,1,1,0.25
415,"Puerto Rico, mobile",1787605,1,1,0.25
416,"Puerto Rico, mobile",1787607,1,1,0.25
417,"Puerto Rico, mobile",1787608,1,1,0.25
418,"Puerto Rico, mobile",178761,1,1,0.25
419,"Puerto Rico, mobile",1787627,1,1,0.25
420,"Puerto Rico, mobile",1787628,1,1,0.25
421,"Puerto Rico, mobile",178763,1,1,0.25
422,"Puerto Rico, mobile",1787640,1,1,0.25
423,"Puerto Rico, mobile",1787642,1,1,0.25
424,"Puerto Rico, mobile",1787643,1,1,0.25
425,"Puerto Rico, mobile",1787644,1,1,0.25
426,"Puerto Rico, mobile",1787645,1,1,0.25
427,"Puerto Rico, mobile",1787646,1,1,0.25
428,"Puerto Rico, mobile",1787647,1,1,0.25
429,"Puerto Rico, mobile",1787648,1,1,0.25
430,"Puerto Rico, mobile",1787649,1,1,0.25
431,"Puerto Rico, mobile",1787661,1,1,0.25
432,"Puerto Rico, mobile",1787667,1,1,0.25
433,"Puerto Rico, mobile",1787671,1,1,0.25
434,"Puerto Rico, mobile",1787691,1,1,0.25
435,"Puerto Rico, mobile",1787696,1,1,0.25
436,"Puerto Rico, mobile",1787697,1,1,0.25
437,"Puerto Rico, mobile",1787698,1,1,0.25
438,"Puerto Rico, mobile",1787717,1,1,0.25
439,"Puerto Rico, mobile",1787810,1,1,0.25
440,"Puerto Rico, mobile",1787910,1,1,0.25
441,"Puerto Rico, mobile",1787913,1,1,0.25
442,"Puerto Rico, mobile",1787914,1,1,0.25
443,"Puerto Rico, mobile",1787918,1,1,0.25
444,"Puerto Rico, mobile",1787920,1,1,0.25
445,"Puerto Rico, mobile",1787921,1,1,0.25
446,"Puerto Rico, mobile",1787922,1,1,0.25
447,"Puerto Rico, mobile",1787923,1,1,0.25
448,"Puerto Rico, mobile",1787925,1,1,0.25
449,"Puerto Rico, mobile",1787929,1,1,0.25
450,"Puerto Rico, mobile",1787934,1,1,0.25
451,"Puerto Rico, mobile",1787938,1,1,0.25
452,"Puerto Rico, mobile",1787940,1,1,0.25
453,"Puerto Rico, mobile",1787941,1,1,0.25
454,"Puerto Rico, mobile",1787942,1,1,0.25
455,"Puerto Rico, mobile",1787943,1,1,0.25
456,"Puerto Rico, mobile",1787944,1,1,0.25
457,"Puerto Rico, mobile",1787946,1,1,0.25
458,"Puerto Rico, mobile",1787949,1,1,0.25
459,"Puerto Rico, mobile",1787960,1,1,0.25
460,"Puerto Rico, mobile",1787962,1,1,0.25
461,"Puerto Rico, mobile",1787963,1,1,0.25
462,"Puerto Rico, mobile",1787964,1,1,0.25
463,"Puerto Rico, mobile",1787967,1,1,0.25
464,"Puerto Rico, mobile",1787969,1,1,0.25
465,"Puerto Rico, mobile",1787972,1,1,0.25
466,"Puerto Rico, mobile",1787983,1,1,0.25
467,"Puerto Rico, mobile",1787987,1,1,0.25
468,"Puerto Rico, mobile",1787989,1,1,0.25
469,"Puerto Rico, mobile",1787990,1,1,0.25
470,"Puerto Rico, mobile",1787994,1,1,0.25
471,"Puerto Rico, mobile",1787996,1,1,0.25
472,Canada,1807,1,,0.05
473,Hawaii,1808,1,,0.05
474,Dominican Republic,1809,2,,0.20
475,"Dominican Republic, mob Others",1809201,2,1,0.40
476,"Dominican Republic, mob Others",1809203,2,1,0.40
477,"Dominican Republic, mob Tricom",1809204,2,1,0.40
478,"Dominican Republic, mob Others",1809205,2,1,0.40
479,"Dominican Republic, mob Others",1809206,2,1,0.40
480,"Dominican Republic, mob Others",1809207,2,1,0.40
481,"Dominican Republic, mob Others",1809208,2,1,0.40
482,"Dominican Republic, mob Others",1809209,2,1,0.40
483,"Dominican Republic, mob Others",1809210,2,1,0.40
484,"Dominican Republic, mob Others",1809212,2,1,0.40
485,"Dominican Republic, mob Others",1809214,2,1,0.40
486,"Dominican Republic, mob Centennial",1809215,2,1,0.40
487,"Dominican Republic, mob Centennial",1809216,2,1,0.40
488,"Dominican Republic, mob Centennial",1809217,2,1,0.40
489,"Dominican Republic, mob Centennial",1809218,2,1,0.40
490,"Dominican Republic, mob Centennial",1809219,2,1,0.40
491,"Dominican Republic, mob Others",18092223,2,1,0.40
492,"Dominican Republic, mob Others",18092224,2,1,0.40
493,"Dominican Republic, mob Others",18092225,2,1,0.40
494,"Dominican Republic, mob Others",1809223,2,1,0.40
495,"Dominican Republic, mob Others",1809224,2,1,0.40
496,"Dominican Republic, mob Others",1809225,2,1,0.40
497,"Dominican Republic, mob Others",1809228,2,1,0.40
498,"Dominican Republic, mob Others",1809229,2,1,0.40
499,"Dominican Republic, mob Others",1809230,2,1,0.40
500,"Dominican Republic, mob Others",1809232,2,1,0.40
501,"Dominican Republic, mob Others",1809235,2,1,0.40
502,"Dominican Republic, mob Others",18092480,2,1,0.40
503,"Dominican Republic, mob Others",18092482,2,1,0.40
504,"Dominican Republic, mob Others",18092484,2,1,0.40
505,"Dominican Republic, mob Others",18092485,2,1,0.40
506,"Dominican Republic, mob Others",18092486,2,1,0.40
507,"Dominican Republic, mob Others",18092487,2,1,0.40
508,"Dominican Republic, mob Others",18092488,2,1,0.40
509,"Dominican Republic, mob Others",1809249,2,1,0.40
510,"Dominican Republic, mob Others",1809250,2,1,0.40
511,"Dominican Republic, mob Others",1809251,2,1,0.40
512,"Dominican Republic, mob Others",1809252,2,1,0.40
513,"Dominican Republic, mob Others",1809253,2,1,0.40
514,"Dominican Republic, mob Others",1809254,2,1,0.40
515,"Dominican Republic, mob Others",1809256,2,1,0.40
516,"Dominican Republic, mob Others",1809257,2,1,0.40
517,"Dominican Republic, mob Others",1809258,2,1,0.40
518,"Dominican Republic, mob Others",1809259,2,1,0.40
519,"Dominican Republic, mob Others",1809260,2,1,0.40
520,"Dominican Republic, mob Others",1809264,2,1,0.40
521,"Dominican Republic, mob Others",18092651,2,1,0.40
522,"Dominican Republic, mob Others",18092652,2,1,0.40
523,"Dominican Republic, mob Others",18092653,2,1,0.40
524,"Dominican Republic, mob Others",18092654,2,1,0.40
525,"Dominican Republic, mob Others",18092655,2,1,0.40
526,"Dominican Republic, mob Others",18092656,2,1,0.40
527,"Dominican Republic, mob Others",18092657,2,1,0.40
528,"Dominican Republic, mob Others",18092658,2,1,0.40
529,"Dominican Republic, mob Others",18092659,2,1,0.40
530,"Dominican Republic, mob Others",1809266,2,1,0.40
531,"Dominican Republic, mob Others",1809267,2,1,0.40
532,"Dominican Republic, mob Others",1809268,2,1,0.40
533,"Dominican Republic, mob Others",1809269,2,1,0.40
534,"Dominican Republic, mob Others",1809270,2,1,0.40
535,"Dominican Republic, mob Others",1809271,2,1,0.40
536,"Dominican Republic, mob Others",1809272,2,1,0.40
537,"Dominican Republic, mob Tricom",1809280,2,1,0.40
538,"Dominican Republic, mob Tricom",1809281,2,1,0.40
539,"Dominican Republic, mob Tricom",1809282,2,1,0.40
540,"Dominican Republic, mob Others",1809283,2,1,0.40
541,"Dominican Republic, mob Others",1809284,2,1,0.40
542,"Dominican Republic, mob Tricom",1809292,2,1,0.40
543,"Dominican Republic, mob Tricom",1809293,2,1,0.40
544,"Dominican Republic, mob Others",1809297,2,1,0.40
545,"Dominican Republic, mob Others",1809298,2,1,0.40
546,"Dominican Republic, mob Others",1809299,2,1,0.40
547,"Dominican Republic, mob Tricom",1809301,2,1,0.40
548,"Dominican Republic, mob Centennial",1809302,2,1,0.40
549,"Dominican Republic, mob Centennial",1809303,2,1,0.40
550,"Dominican Republic, mob Centennial",1809304,2,1,0.40
551,"Dominican Republic, mob Centennial",1809305,2,1,0.40
552,"Dominican Republic, mob Centennial",1809306,2,1,0.40
553,"Dominican Republic, mob Centennial",1809307,2,1,0.40
554,"Dominican Republic, mob Centennial",1809308,2,1,0.40
555,"Dominican Republic, mob Centennial",1809309,2,1,0.40
556,"Dominican Republic, mob Tricom",1809310,2,1,0.40
557,"Dominican Republic, mob Others",1809313,2,1,0.40
558,"Dominican Republic, mob Centennial",1809315,2,1,0.40
559,"Dominican Republic, mob Centennial",1809316,2,1,0.40
560,"Dominican Republic, mob Centennial",1809317,2,1,0.40
561,"Dominican Republic, mob Centennial",1809318,2,1,0.40
562,"Dominican Republic, mob Centennial",1809319,2,1,0.40
563,"Dominican Republic, mob Tricom",1809321,2,1,0.40
564,"Dominican Republic, mob Tricom",1809322,2,1,0.40
565,"Dominican Republic, mob Tricom",1809323,2,1,0.40
566,"Dominican Republic, mob Tricom",1809324,2,1,0.40
567,"Dominican Republic, mob Tricom",1809325,2,1,0.40
568,"Dominican Republic, mob Tricom",1809326,2,1,0.40
569,"Dominican Republic, mob Tricom",1809327,2,1,0.40
570,"Dominican Republic, mob Others",1809330,2,1,0.40
571,"Dominican Republic, mob Tricom",1809340,2,1,0.40
572,"Dominican Republic, mob Tricom",1809341,2,1,0.40
573,"Dominican Republic, mob Tricom",1809342,2,1,0.40
574,"Dominican Republic, mob Tricom",1809343,2,1,0.40
575,"Dominican Republic, mob Tricom",1809344,2,1,0.40
576,"Dominican Republic, mob Tricom",1809345,2,1,0.40
577,"Dominican Republic, mob Tricom",1809348,2,1,0.40
578,"Dominican Republic, mob Others",180935,2,1,0.40
579,"Dominican Republic, mob Others",1809350,2,1,0.40
580,"Dominican Republic, mob Others",1809351,2,1,0.40
581,"Dominican Republic, mob Others",1809352,2,1,0.40
582,"Dominican Republic, mob Others",1809353,2,1,0.40
583,"Dominican Republic, mob Others",1809354,2,1,0.40
584,"Dominican Republic, mob Tricom",1809355,2,1,0.40
585,"Dominican Republic, mob Others",1809356,2,1,0.40
586,"Dominican Republic, mob Others",1809357,2,1,0.40
587,"Dominican Republic, mob Others",1809358,2,1,0.40
588,"Dominican Republic, mob Others",1809359,2,1,0.40
589,"Dominican Republic, mob Others",1809360,2,1,0.40
590,"Dominican Republic, mob Others",1809361,2,1,0.40
591,"Dominican Republic, mob Tricom",1809366,2,1,0.40
592,"Dominican Republic, mob Others",1809370,2,1,0.40
593,"Dominican Republic, mob Others",1809371,2,1,0.40
594,"Dominican Republic, mob Others",1809374,2,1,0.40
595,"Dominican Republic, mob Others",1809376,2,1,0.40
596,"Dominican Republic, mob Others",1809377,2,1,0.40
597,"Dominican Republic, mob Others",1809383,2,1,0.40
598,"Dominican Republic, mob Others",1809386,2,1,0.40
599,"Dominican Republic, mob Others",1809387,2,1,0.40
600,"Dominican Republic, mob Others",1809389,2,1,0.40
601,"Dominican Republic, mob Others",180939,2,1,0.40
602,"Dominican Republic, mob Others",1809390,2,1,0.40
603,"Dominican Republic, mob Others",1809391,2,1,0.40
604,"Dominican Republic, mob Others",1809392,2,1,0.40
605,"Dominican Republic, mob Others",1809393,2,1,0.40
606,"Dominican Republic, mob Others",1809394,2,1,0.40
607,"Dominican Republic, mob Others",1809395,2,1,0.40
608,"Dominican Republic, mob Others",1809396,2,1,0.40
609,"Dominican Republic, mob Others",1809397,2,1,0.40
610,"Dominican Republic, mob Others",1809398,2,1,0.40
611,"Dominican Republic, mob Others",1809399,2,1,0.40
612,"Dominican Republic, mob Centennial",1809401,2,1,0.40
613,"Dominican Republic, mob Centennial",1809402,2,1,0.40
614,"Dominican Republic, mob Centennial",1809403,2,1,0.40
615,"Dominican Republic, mob Centennial",1809404,2,1,0.40
616,"Dominican Republic, mob Centennial",1809405,2,1,0.40
617,"Dominican Republic, mob Others",1809406,2,1,0.40
618,"Dominican Republic, mob Centennial",1809407,2,1,0.40
619,"Dominican Republic, mob Centennial",1809408,2,1,0.40
620,"Dominican Republic, mob Centennial",1809409,2,1,0.40
621,"Dominican Republic, mob Centennial",1809410,2,1,0.40
622,"Dominican Republic, mob Centennial",1809413,2,1,0.40
623,"Dominican Republic, mob Centennial",1809415,2,1,0.40
624,"Dominican Republic, mob Centennial",1809416,2,1,0.40
625,"Dominican Republic, mob Centennial",1809417,2,1,0.40
626,"Dominican Republic, mob Centennial",1809418,2,1,0.40
627,"Dominican Republic, mob Centennial",1809419,2,1,0.40
628,"Dominican Republic, mob Centennial",1809420,2,1,0.40
629,"Dominican Republic, mob Centennial",1809421,2,1,0.40
630,"Dominican Republic, mob Centennial",1809423,2,1,0.40
631,"Dominican Republic, mob Others",1809424,2,1,0.40
632,"Dominican Republic, mob Others",1809425,2,1,0.40
633,"Dominican Republic, mob Others",1809426,2,1,0.40
634,"Dominican Republic, mob Others",1809427,2,1,0.40
635,"Dominican Republic, mob Others",1809428,2,1,0.40
636,"Dominican Republic, mob Others",1809429,2,1,0.40
637,"Dominican Republic, mob Centennial",1809430,2,1,0.40
638,"Dominican Republic, mob Centennial",1809431,2,1,0.40
639,"Dominican Republic, mob Centennial",1809432,2,1,0.40
640,"Dominican Republic, mob Centennial",1809433,2,1,0.40
641,"Dominican Republic, mob Centennial",1809434,2,1,0.40
